Genomes,2523533508,2522125132,2517572214,2519899686,2519899654,2563366511,2521172627,2522125150,2574179747,2593339131,643886130,2521172612,2563366719,2595698215,2522572063,2521172614,2522125170,2519899511,2563366516,2563366509,2593339197,2510065054,2521172653,2519899642,2228664007,2517572232,2521172631,2593339195,2563366512
2523533508,1,1,0.93,0.97,0.88,0.93,0.57,0.72,0.69,0.69,0.72,0.88,0.88,0.89,0.88,0.84,0.85,0.9,0.72,0.64,0.77,0.59,0.58,0.57,0.57,0.58,0.79,0.72,0.66
2522125132,1,1,0.94,0.97,0.87,0.94,0.56,0.71,0.68,0.69,0.71,0.89,0.88,0.9,0.89,0.85,0.85,0.91,0.72,0.65,0.77,0.57,0.56,0.55,0.56,0.57,0.78,0.71,0.65
2517572214,0.93,0.94,1,0.94,0.9,0.95,0.52,0.68,0.66,0.66,0.69,0.85,0.83,0.85,0.86,0.81,0.82,0.86,0.66,0.63,0.72,0.55,0.54,0.54,0.54,0.55,0.75,0.66,0.61
2519899686,0.97,0.97,0.94,1,0.88,0.95,0.55,0.7,0.66,0.68,0.7,0.88,0.86,0.88,0.88,0.84,0.85,0.89,0.7,0.66,0.76,0.57,0.57,0.56,0.56,0.57,0.76,0.67,0.62
2519899654,0.88,0.87,0.9,0.88,1,0.9,0.59,0.71,0.67,0.7,0.7,0.78,0.79,0.79,0.78,0.77,0.78,0.83,0.61,0.48,0.64,0.61,0.6,0.6,0.6,0.61,0.8,0.71,0.68
2563366511,0.93,0.94,0.95,0.95,0.9,1,0.51,0.69,0.65,0.67,0.69,0.84,0.82,0.84,0.84,0.8,0.81,0.86,0.65,0.62,0.71,0.6,0.58,0.58,0.58,0.59,0.75,0.65,0.59
2521172627,0.57,0.56,0.52,0.55,0.59,0.51,1,0.77,0.74,0.82,0.76,0.53,0.56,0.54,0.52,0.59,0.6,0.56,0.71,0.37,0.67,0.48,0.46,0.46,0.47,0.47,0.54,0.51,0.5
2522125150,0.72,0.71,0.68,0.7,0.71,0.69,0.77,1,0.87,0.86,0.87,0.64,0.67,0.65,0.62,0.65,0.65,0.67,0.71,0.49,0.74,0.64,0.63,0.62,0.63,0.64,0.69,0.63,0.58
2574179747,0.69,0.68,0.66,0.66,0.67,0.65,0.74,0.87,1,0.81,0.95,0.62,0.64,0.63,0.59,0.62,0.62,0.63,0.71,0.46,0.74,0.58,0.57,0.57,0.58,0.59,0.67,0.6,0.55
2593339131,0.69,0.69,0.66,0.68,0.7,0.67,0.82,0.86,0.81,1,0.82,0.64,0.66,0.65,0.63,0.67,0.67,0.67,0.74,0.48,0.74,0.57,0.58,0.57,0.58,0.58,0.65,0.6,0.58
643886130,0.72,0.71,0.69,0.7,0.7,0.69,0.76,0.87,0.95,0.82,1,0.65,0.67,0.66,0.64,0.66,0.66,0.67,0.72,0.51,0.76,0.6,0.59,0.59,0.59,0.6,0.69,0.62,0.57
2521172612,0.88,0.89,0.85,0.88,0.78,0.84,0.53,0.64,0.62,0.64,0.65,1,0.96,0.97,0.92,0.88,0.88,0.9,0.71,0.66,0.76,0.47,0.45,0.45,0.45,0.46,0.72,0.65,0.61
2563366719,0.88,0.88,0.83,0.86,0.79,0.82,0.56,0.67,0.64,0.66,0.67,0.96,1,0.97,0.9,0.88,0.87,0.89,0.7,0.61,0.75,0.5,0.48,0.48,0.48,0.49,0.76,0.7,0.68
2595698215,0.89,0.9,0.85,0.88,0.79,0.84,0.54,0.65,0.63,0.65,0.66,0.97,0.97,1,0.93,0.88,0.88,0.9,0.71,0.65,0.77,0.5,0.48,0.48,0.48,0.48,0.76,0.7,0.68
2522572063,0.88,0.89,0.86,0.88,0.78,0.84,0.52,0.62,0.59,0.63,0.64,0.92,0.9,0.93,1,0.88,0.88,0.92,0.71,0.65,0.75,0.47,0.45,0.45,0.45,0.46,0.71,0.65,0.63
2521172614,0.84,0.85,0.81,0.84,0.77,0.8,0.59,0.65,0.62,0.67,0.66,0.88,0.88,0.88,0.88,1,0.98,0.89,0.7,0.59,0.74,0.46,0.44,0.44,0.45,0.45,0.7,0.62,0.6
